Date,vertical,language,tickets,agents
2026-06-22,Payments,Spanish,61,2
2026-06-23,Hospitality,English,377,14
2026-06-23,Hospitality,French,43,2
2026-06-23,Hospitality,German,50,2
2026-06-23,Hospitality,Italian,39,2
2026-06-23,Hospitality,Portuguese,10,1
2026-06-23,Hospitality,Spanish,67,2
2026-06-23,Partners,English,44,2
2026-06-23,Partners,French,5,1
2026-06-23,Partners,German,6,1
2026-06-23,Partners,Italian,4,1
2026-06-23,Partners,Portuguese,1,1
2026-06-23,Partners,Spanish,8,1
2026-06-23,Payments,English,376,14
2026-06-23,Payments,French,43,2
2026-06-23,Payments,German,50,2
2026-06-23,Payments,Italian,39,2
2026-06-23,Payments,Portuguese,10,1
2026-06-23,Payments,Spanish,66,2
2026-06-24,Hospitality,English,207,7
2026-06-24,Hospitality,French,24,1
2026-06-24,Hospitality,German,28,1
2026-06-24,Hospitality,Italian,21,1
2026-06-24,Hospitality,Portuguese,5,1
2026-06-24,Hospitality,Spanish,36,2
2026-06-24,Partners,English,27,1
2026-06-24,Partners,French,3,1
2026-06-24,Partners,German,3,1
2026-06-24,Partners,Italian,3,1
2026-06-24,Partners,Portuguese,1,1
2026-06-24,Partners,Spanish,5,1
2026-06-24,Payments,English,404,15
2026-06-24,Payments,French,47,2
2026-06-24,Payments,German,54,2
2026-06-24,Payments,Italian,42,2
2026-06-24,Payments,Portuguese,10,1
2026-06-24,Payments,Spanish,71,3
2026-06-25,Hospitality,English,230,9
2026-06-25,Hospitality,French,26,1
2026-06-25,Hospitality,German,31,1
2026-06-25,Hospitality,Italian,24,1
2026-06-25,Hospitality,Portuguese,6,1
2026-06-25,Hospitality,Spanish,41,2
2026-06-25,Partners,English,39,2
2026-06-25,Partners,French,4,1
2026-06-25,Partners,German,5,1
2026-06-25,Partners,Italian,4,1
2026-06-25,Partners,Portuguese,1,1
2026-06-25,Partners,Spanish,7,1
2026-06-25,Payments,English,400,15
2026-06-25,Payments,French,46,2
2026-06-25,Payments,German,54,2
2026-06-25,Payments,Italian,41,2
2026-06-25,Payments,Portuguese,10,1
2026-06-25,Payments,Spanish,71,3
2026-06-26,Hospitality,English,226,9
2026-06-26,Hospitality,French,26,1
2026-06-26,Hospitality,German,30,1
2026-06-26,Hospitality,Italian,23,1
2026-06-26,Hospitality,Portuguese,6,1
2026-06-26,Hospitality,Spanish,40,2
2026-06-26,Partners,English,51,2
2026-06-26,Partners,French,6,1
2026-06-26,Partners,German,7,1
2026-06-26,Partners,Italian,5,1
2026-06-26,Partners,Portuguese,1,1
2026-06-26,Partners,Spanish,9,1
2026-06-26,Payments,English,375,14
2026-06-26,Payments,French,43,2
2026-06-26,Payments,German,50,2
2026-06-26,Payments,Italian,39,2
2026-06-26,Payments,Portuguese,9,1
2026-06-26,Payments,Spanish,66,2
2026-06-27,Hospitality,English,61,2
2026-06-27,Hospitality,French,7,1
2026-06-27,Hospitality,German,8,1
2026-06-27,Hospitality,Italian,6,1
2026-06-27,Hospitality,Portuguese,2,1
2026-06-27,Hospitality,Spanish,11,1
2026-06-27,Partners,English,23,1
2026-06-27,Partners,French,3,1
2026-06-27,Partners,German,3,1
2026-06-27,Partners,Italian,2,1
2026-06-27,Partners,Portuguese,1,1
2026-06-27,Partners,Spanish,4,1
2026-06-27,Payments,English,125,5
2026-06-27,Payments,French,14,1
2026-06-27,Payments,German,17,1
2026-06-27,Payments,Italian,13,1
2026-06-27,Payments,Portuguese,3,1
2026-06-27,Payments,Spanish,22,1
2026-06-28,Hospitality,English,75,3
2026-06-28,Hospitality,French,9,1
2026-06-28,Hospitality,German,10,1
2026-06-28,Hospitality,Italian,8,1
2026-06-28,Hospitality,Portuguese,2,1
2026-06-28,Hospitality,Spanish,13,1
2026-06-28,Partners,English,8,1
2026-06-28,Partners,French,1,1
2026-06-28,Partners,German,1,1
2026-06-28,Partners,Italian,1,1
2026-06-28,Partners,Portuguese,0,0
2026-06-28,Partners,Spanish,2,1
2026-06-28,Payments,English,86,3
2026-06-28,Payments,French,10,1
2026-06-28,Payments,German,11,1
2026-06-28,Payments,Italian,9,1
2026-06-28,Payments,Portuguese,2,1
2026-06-28,Payments,Spanish,15,1
2026-06-29,Hospitality,English,265,10
2026-06-29,Hospitality,French,31,1
2026-06-29,Hospitality,German,35,2
2026-06-29,Hospitality,Italian,27,1
2026-06-29,Hospitality,Portuguese,7,1
2026-06-29,Hospitality,Spanish,47,2
2026-06-29,Partners,English,46,2
2026-06-29,Partners,French,5,1
2026-06-29,Partners,German,6,1
2026-06-29,Partners,Italian,5,1
2026-06-29,Partners,Portuguese,1,1
2026-06-29,Partners,Spanish,8,1
2026-06-29,Payments,English,407,15
2026-06-29,Payments,French,47,2
2026-06-29,Payments,German,55,2
2026-06-29,Payments,Italian,42,2
2026-06-29,Payments,Portuguese,10,1
2026-06-29,Payments,Spanish,72,3
2026-06-30,Hospitality,English,377,14
2026-06-30,Hospitality,French,43,2
2026-06-30,Hospitality,German,50,2
2026-06-30,Hospitality,Italian,39,2
2026-06-30,Hospitality,Portuguese,10,1
2026-06-30,Hospitality,Spanish,67,2
2026-06-30,Partners,English,44,2
2026-06-30,Partners,French,5,1
2026-06-30,Partners,German,6,1
2026-06-30,Partners,Italian,4,1
2026-06-30,Partners,Portuguese,1,1
2026-06-30,Partners,Spanish,8,1
2026-06-30,Payments,English,517,19
2026-06-30,Payments,French,60,2
2026-06-30,Payments,German,69,3
2026-06-30,Payments,Italian,54,2
2026-06-30,Payments,Portuguese,13,1
2026-06-30,Payments,Spanish,91,3
2026-07-01,Hospitality,English,207,7
2026-07-01,Hospitality,French,24,1
2026-07-01,Hospitality,German,28,1
2026-07-01,Hospitality,Italian,21,1
2026-07-01,Hospitality,Portuguese,5,1
2026-07-01,Hospitality,Spanish,36,2
2026-07-01,Partners,English,27,1
2026-07-01,Partners,French,3,1
2026-07-01,Partners,German,3,1
2026-07-01,Partners,Italian,3,1
2026-07-01,Partners,Portuguese,1,1
2026-07-01,Partners,Spanish,5,1
2026-07-01,Payments,English,409,15
2026-07-01,Payments,French,47,2
2026-07-01,Payments,German,55,2
2026-07-01,Payments,Italian,43,2
2026-07-01,Payments,Portuguese,10,1
2026-07-01,Payments,Spanish,72,3
2026-07-02,Hospitality,English,230,9
2026-07-02,Hospitality,French,26,1
2026-07-02,Hospitality,German,31,1
2026-07-02,Hospitality,Italian,24,1
2026-07-02,Hospitality,Portuguese,6,1
2026-07-02,Hospitality,Spanish,41,2
2026-07-02,Partners,English,39,2
2026-07-02,Partners,French,4,1
2026-07-02,Partners,German,5,1
2026-07-02,Partners,Italian,4,1
2026-07-02,Partners,Portuguese,1,1
2026-07-02,Partners,Spanish,7,1
2026-07-02,Payments,English,451,16
2026-07-02,Payments,French,52,2
2026-07-02,Payments,German,60,2
2026-07-02,Payments,Italian,47,2
2026-07-02,Payments,Portuguese,11,1
2026-07-02,Payments,Spanish,80,3
2026-07-03,Hospitality,English,226,9
2026-07-03,Hospitality,French,26,1
2026-07-03,Hospitality,German,30,1
2026-07-03,Hospitality,Italian,23,1
2026-07-03,Hospitality,Portuguese,6,1
2026-07-03,Hospitality,Spanish,40,2
2026-07-03,Partners,English,51,2
2026-07-03,Partners,French,6,1
2026-07-03,Partners,German,7,1
2026-07-03,Partners,Italian,5,1
2026-07-03,Partners,Portuguese,1,1
2026-07-03,Partners,Spanish,9,1
2026-07-03,Payments,English,414,15
2026-07-03,Payments,French,48,2
2026-07-03,Payments,German,55,2
2026-07-03,Payments,Italian,43,2
2026-07-03,Payments,Portuguese,10,1
2026-07-03,Payments,Spanish,73,3
2026-07-04,Hospitality,English,61,2
2026-07-04,Hospitality,French,7,1
2026-07-04,Hospitality,German,8,1
2026-07-04,Hospitality,Italian,6,1
2026-07-04,Hospitality,Portuguese,2,1
2026-07-04,Hospitality,Spanish,11,1
2026-07-04,Partners,English,23,1
2026-07-04,Partners,French,3,1
2026-07-04,Partners,German,3,1
2026-07-04,Partners,Italian,2,1
2026-07-04,Partners,Portuguese,1,1
2026-07-04,Partners,Spanish,4,1
2026-07-04,Payments,English,136,5
2026-07-04,Payments,French,16,1
2026-07-04,Payments,German,18,1
2026-07-04,Payments,Italian,14,1
2026-07-04,Payments,Portuguese,3,1
2026-07-04,Payments,Spanish,24,1
2026-07-05,Hospitality,English,75,3
2026-07-05,Hospitality,French,9,1
2026-07-05,Hospitality,German,10,1
2026-07-05,Hospitality,Italian,8,1
2026-07-05,Hospitality,Portuguese,2,1
2026-07-05,Hospitality,Spanish,13,1
2026-07-05,Partners,English,8,1
2026-07-05,Partners,French,1,1
2026-07-05,Partners,German,1,1
2026-07-05,Partners,Italian,1,1
2026-07-05,Partners,Portuguese,0,0
2026-07-05,Partners,Spanish,2,1
2026-07-05,Payments,English,91,3
2026-07-05,Payments,French,11,1
2026-07-05,Payments,German,12,1
2026-07-05,Payments,Italian,9,1
2026-07-05,Payments,Portuguese,2,1
2026-07-05,Payments,Spanish,16,1
2026-07-06,Hospitality,English,265,10
2026-07-06,Hospitality,French,31,1
2026-07-06,Hospitality,German,35,2
2026-07-06,Hospitality,Italian,27,1
2026-07-06,Hospitality,Portuguese,7,1
2026-07-06,Hospitality,Spanish,47,2
2026-07-06,Partners,English,46,2
2026-07-06,Partners,French,5,1
2026-07-06,Partners,German,6,1
2026-07-06,Partners,Italian,5,1
2026-07-06,Partners,Portuguese,1,1
2026-07-06,Partners,Spanish,8,1
2026-07-06,Payments,English,426,15
2026-07-06,Payments,French,49,2
2026-07-06,Payments,German,57,2
2026-07-06,Payments,Italian,44,2
2026-07-06,Payments,Portuguese,11,1
2026-07-06,Payments,Spanish,75,3
2026-07-07,Hospitality,English,377,14
2026-07-07,Hospitality,French,43,2
2026-07-07,Hospitality,German,50,2
2026-07-07,Hospitality,Italian,39,2
2026-07-07,Hospitality,Portuguese,10,1
2026-07-07,Hospitality,Spanish,67,2
2026-07-07,Partners,English,44,2
2026-07-07,Partners,French,5,1
2026-07-07,Partners,German,6,1
2026-07-07,Partners,Italian,4,1
2026-07-07,Partners,Portuguese,1,1
2026-07-07,Partners,Spanish,8,1
2026-07-07,Payments,English,449,16
2026-07-07,Payments,French,52,2
2026-07-07,Payments,German,60,2
2026-07-07,Payments,Italian,47,2
2026-07-07,Payments,Portuguese,11,1
2026-07-07,Payments,Spanish,79,3
2026-07-08,Hospitality,English,207,7
2026-07-08,Hospitality,French,24,1
2026-07-08,Hospitality,German,28,1
2026-07-08,Hospitality,Italian,21,1
2026-07-08,Hospitality,Portuguese,5,1
2026-07-08,Hospitality,Spanish,36,2
2026-07-08,Partners,English,27,1
2026-07-08,Partners,French,3,1
2026-07-08,Partners,German,3,1
2026-07-08,Partners,Italian,3,1
2026-07-08,Partners,Portuguese,1,1
2026-07-08,Partners,Spanish,5,1
2026-07-08,Payments,English,467,18
2026-07-08,Payments,French,54,2
2026-07-08,Payments,German,63,2
2026-07-08,Payments,Italian,48,2
2026-07-08,Payments,Portuguese,12,1
2026-07-08,Payments,Spanish,82,3
2026-07-09,Hospitality,English,230,9
2026-07-09,Hospitality,French,26,1
2026-07-09,Hospitality,German,31,1
2026-07-09,Hospitality,Italian,24,1
2026-07-09,Hospitality,Portuguese,6,1
2026-07-09,Hospitality,Spanish,41,2
2026-07-09,Partners,English,39,2
2026-07-09,Partners,French,4,1
2026-07-09,Partners,German,5,1
2026-07-09,Partners,Italian,4,1
2026-07-09,Partners,Portuguese,1,1
2026-07-09,Partners,Spanish,7,1
2026-07-09,Payments,English,447,16
2026-07-09,Payments,French,52,2
2026-07-09,Payments,German,60,2
2026-07-09,Payments,Italian,46,2
2026-07-09,Payments,Portuguese,11,1
2026-07-09,Payments,Spanish,79,3
2026-07-10,Hospitality,English,226,9
2026-07-10,Hospitality,French,26,1
2026-07-10,Hospitality,German,30,1
2026-07-10,Hospitality,Italian,23,1
2026-07-10,Hospitality,Portuguese,6,1
2026-07-10,Hospitality,Spanish,40,2
2026-07-10,Partners,English,51,2
2026-07-10,Partners,French,6,1
2026-07-10,Partners,German,7,1
2026-07-10,Partners,Italian,5,1
2026-07-10,Partners,Portuguese,1,1
2026-07-10,Partners,Spanish,9,1
2026-07-10,Payments,English,405,15
2026-07-10,Payments,French,47,2
2026-07-10,Payments,German,54,2
2026-07-10,Payments,Italian,42,2
2026-07-10,Payments,Portuguese,10,1
2026-07-10,Payments,Spanish,71,3
2026-07-11,Hospitality,English,61,2
2026-07-11,Hospitality,French,7,1
2026-07-11,Hospitality,German,8,1
2026-07-11,Hospitality,Italian,6,1
2026-07-11,Hospitality,Portuguese,2,1
2026-07-11,Hospitality,Spanish,11,1
2026-07-11,Partners,English,23,1
2026-07-11,Partners,French,3,1
2026-07-11,Partners,German,3,1
2026-07-11,Partners,Italian,2,1
2026-07-11,Partners,Portuguese,1,1
2026-07-11,Partners,Spanish,4,1
2026-07-11,Payments,English,131,5
2026-07-11,Payments,French,15,1
2026-07-11,Payments,German,17,1
2026-07-11,Payments,Italian,14,1
2026-07-11,Payments,Portuguese,3,1
2026-07-11,Payments,Spanish,23,1
2026-07-12,Hospitality,English,75,3
2026-07-12,Hospitality,French,9,1
2026-07-12,Hospitality,German,10,1
2026-07-12,Hospitality,Italian,8,1
2026-07-12,Hospitality,Portuguese,2,1
2026-07-12,Hospitality,Spanish,13,1
2026-07-12,Partners,English,8,1
2026-07-12,Partners,French,1,1
2026-07-12,Partners,German,1,1
2026-07-12,Partners,Italian,1,1
2026-07-12,Partners,Portuguese,0,0
2026-07-12,Partners,Spanish,2,1
2026-07-12,Payments,English,86,3
2026-07-12,Payments,French,10,1
2026-07-12,Payments,German,12,1
2026-07-12,Payments,Italian,9,1
2026-07-12,Payments,Portuguese,2,1
2026-07-12,Payments,Spanish,15,1
